Timestamp (UTC),Value (mm)
1996-10-29 16:00:00,75
1996-10-30 16:00:00,75
1996-10-31 16:00:00,75
1996-11-01 16:00:00,75
1996-11-02 16:00:00,83
1996-11-03 16:00:00,86
1996-11-04 16:00:00,90
1996-11-05 16:00:00,90
1996-11-06 16:00:00,101
1996-11-07 16:00:00,105
1996-11-08 16:00:00,116
1996-11-09 16:00:00,116
1996-11-10 16:00:00,128
1996-11-11 16:00:00,128
1996-11-12 16:00:00,131
1996-11-13 16:00:00,165
1996-11-14 16:00:00,169
1996-11-15 16:00:00,165
1996-11-16 16:00:00,173
1996-11-17 16:00:00,188
1996-11-18 16:00:00,188
1996-11-19 16:00:00,188
1996-11-20 16:00:00,188
1996-11-21 16:00:00,195
1996-11-22 16:00:00,195
1996-11-23 16:00:00,195
1996-11-24 16:00:00,195
1996-11-25 16:00:00,195
1996-11-26 16:00:00,203
1996-11-27 16:00:00,214
1996-11-28 16:00:00,218
1996-11-29 16:00:00,218
1996-11-30 16:00:00,225
1996-12-01 16:00:00,236
1996-12-02 16:00:00,240
1996-12-03 16:00:00,236
1996-12-04 16:00:00,244
1996-12-05 16:00:00,244
1996-12-06 16:00:00,244
1996-12-07 16:00:00,255
1996-12-08 16:00:00,270
1996-12-09 16:00:00,270
1996-12-10 16:00:00,281
1996-12-11 16:00:00,281
1996-12-12 16:00:00,281
1996-12-13 16:00:00,281
1996-12-14 16:00:00,285
1996-12-15 16:00:00,296
1996-12-16 16:00:00,296
1996-12-17 16:00:00,293
1996-12-18 16:00:00,300
1996-12-19 16:00:00,304
1996-12-20 16:00:00,308
1996-12-21 16:00:00,308
1996-12-22 16:00:00,308
1996-12-23 16:00:00,311
1996-12-24 16:00:00,315
1996-12-25 16:00:00,311
1996-12-26 16:00:00,315
1996-12-27 16:00:00,315
1996-12-28 16:00:00,319
1996-12-29 16:00:00,338
1996-12-30 16:00:00,368
1996-12-31 16:00:00,405
1997-01-01 16:00:00,424
1997-01-02 16:00:00,431
1997-01-03 16:00:00,439
1997-01-04 16:00:00,446
1997-01-05 16:00:00,446
1997-01-06 16:00:00,446
1997-01-07 16:00:00,461
1997-01-08 16:00:00,473
1997-01-09 16:00:00,473
1997-01-10 16:00:00,473
1997-01-11 16:00:00,473
1997-01-12 16:00:00,473
1997-01-13 16:00:00,473
1997-01-14 16:00:00,473
1997-01-15 16:00:00,473
1997-01-16 16:00:00,473
1997-01-17 16:00:00,476
1997-01-18 16:00:00,487
1997-01-19 16:00:00,503
1997-01-20 16:00:00,510
1997-01-21 16:00:00,525
1997-01-22 16:00:00,533
1997-01-23 16:00:00,540
1997-01-24 16:00:00,548
1997-01-25 16:00:00,548
1997-01-26 16:00:00,548
1997-01-27 16:00:00,548
1997-01-28 16:00:00,548
1997-01-29 16:00:00,570
1997-01-30 16:00:00,570
1997-01-31 16:00:00,574
1997-02-01 16:00:00,574
1997-02-02 16:00:00,578
1997-02-03 16:00:00,578
1997-02-04 16:00:00,578
1997-02-05 16:00:00,578
1997-02-06 16:00:00,578
1997-02-07 16:00:00,578
1997-02-08 16:00:00,578
1997-02-09 16:00:00,578
1997-02-10 16:00:00,578
1997-02-11 16:00:00,585
1997-02-12 16:00:00,585
1997-02-13 16:00:00,593
1997-02-14 16:00:00,600
1997-02-15 16:00:00,608
1997-02-16 16:00:00,615
1997-02-17 16:00:00,615
1997-02-18 16:00:00,630
1997-02-19 16:00:00,630
1997-02-20 16:00:00,638
1997-02-21 16:00:00,641
1997-02-22 16:00:00,641
1997-02-23 16:00:00,641
1997-02-24 16:00:00,653
1997-02-25 16:00:00,656
1997-02-26 16:00:00,660
1997-02-27 16:00:00,660
1997-02-28 16:00:00,660
1997-03-01 16:00:00,664
1997-03-02 16:00:00,664
1997-03-03 16:00:00,668
1997-03-04 16:00:00,671
1997-03-05 16:00:00,675
1997-03-06 16:00:00,683
1997-03-07 16:00:00,686
1997-03-08 16:00:00,698
1997-03-09 16:00:00,705
1997-03-10 16:00:00,705
1997-03-11 16:00:00,709
1997-03-12 16:00:00,709
1997-03-13 16:00:00,713
1997-03-14 16:00:00,720
1997-03-15 16:00:00,728
1997-03-16 16:00:00,728
1997-03-17 16:00:00,728
1997-03-18 16:00:00,758
1997-03-19 16:00:00,795
1997-03-20 16:00:00,803
1997-03-21 16:00:00,810
1997-03-22 16:00:00,818
1997-03-23 16:00:00,818
1997-03-24 16:00:00,818
1997-03-25 16:00:00,825
1997-03-26 16:00:00,829
1997-03-27 16:00:00,833
1997-03-28 16:00:00,833
1997-03-29 16:00:00,836
1997-03-30 16:00:00,840
1997-03-31 16:00:00,840
1997-04-01 16:00:00,840
1997-04-02 16:00:00,851
1997-04-03 16:00:00,848
1997-04-04 16:00:00,848
1997-04-05 16:00:00,848
1997-04-06 16:00:00,848
1997-04-07 16:00:00,848
1997-04-08 16:00:00,848
1997-04-09 16:00:00,848
1997-04-10 16:00:00,848
